Day of Year,Year,Month,Day,time,Is Daylight,Distance to Solar Noon,temperature,wind_direction,wind_speed,humidity,pressure,coverage
327,2006,11,23,11,1,0.16666666666666666,84,112.5,6,79,29,Mostly Cloudy
327,2006,11,23,12,1,0.08333333333333333,84,90.0,7,74,29,Mostly Cloudy
327,2006,11,23,13,1,0.0,88,67.5,5,66,29,Mostly Cloudy
327,2006,11,23,14,1,0.08333333333333333,86,67.5,9,62,29,Partly Cloudy
327,2006,11,23,15,1,0.16666666666666666,86,90.0,9,66,29,Mostly Cloudy
327,2006,11,23,16,1,0.25,82,90.0,7,74,29,Mostly Cloudy
327,2006,11,23,17,1,0.3333333333333333,82,112.5,5,79,29,Mostly Cloudy
327,2006,11,23,18,1,0.4166666666666667,82,67.5,5,79,29,Mostly Cloudy
327,2006,11,23,19,0,0.5,81,45.0,6,84,29,Mostly Cloudy
327,2006,11,23,20,0,0.5833333333333334,79,45.0,3,89,29,Mostly Cloudy
327,2006,11,23,21,0,0.6666666666666666,77,90.0,7,94,29,Mostly Cloudy
327,2006,11,23,22,0,0.75,77,67.5,6,83,29,Mostly Cloudy
327,2006,11,23,23,0,0.8333333333333334,75,112.5,5,94,29,Mostly Cloudy
327,2006,11,23,24,0,0.9166666666666666,73,0.0,0,100,29,Mostly Cloudy
328,2006,11,24,1,0,1.0,73,0.0,0,100,29,Mostly Cloudy
328,2006,11,24,2,0,0.9166666666666666,73,0.0,0,100,29,Mostly Cloudy
328,2006,11,24,3,0,0.8333333333333334,73,0.0,0,100,29,Mostly Cloudy
328,2006,11,24,4,0,0.75,73,0.0,0,94,29,Mostly Cloudy
328,2006,11,24,5,0,0.6666666666666666,73,0.0,0,94,29,Mostly Cloudy
328,2006,11,24,6,0,0.5833333333333334,73,0.0,0,94,29,Mostly Cloudy
328,2006,11,24,7,1,0.5,73,0.0,0,94,29,Mostly Cloudy
328,2006,11,24,8,1,0.4166666666666667,73,0.0,0,94,29,Mostly Cloudy
328,2006,11,24,9,1,0.3333333333333333,75,0.0,0,94,29,Mostly Cloudy
328,2006,11,24,10,1,0.25,77,0.0,0,94,29,Partly Cloudy
328,2006,11,24,11,1,0.16666666666666666,82,0.0,0,84,29,Mostly Cloudy
328,2006,11,24,12,1,0.08333333333333333,86,0.0,0,74,29,Mostly Cloudy
328,2006,11,24,13,1,0.0,86,135.0,7,70,29,Mostly Cloudy
328,2006,11,24,14,1,0.08333333333333333,88,112.5,6,66,29,Partly Cloudy
328,2006,11,24,15,1,0.16666666666666666,84,157.5,13,70,29,Mostly Cloudy
328,2006,11,24,16,1,0.25,86,90.0,8,70,29,Partly Cloudy
328,2006,11,24,17,1,0.3333333333333333,88,112.5,8,62,29,Fair
328,2006,11,24,18,1,0.4166666666666667,84,90.0,8,70,29,Fair
328,2006,11,24,19,0,0.5,81,90.0,6,79,29,Fair
328,2006,11,24,20,0,0.5833333333333334,79,67.5,3,89,29,Fair
328,2006,11,24,21,0,0.6666666666666666,79,67.5,5,89,29,Fair
328,2006,11,24,22,0,0.75,79,90.0,3,89,29,Fair
328,2006,11,24,23,0,0.8333333333333334,77,0.0,0,94,29,Fair
328,2006,11,24,24,0,0.9166666666666666,77,0.0,0,94,29,Fair
329,2006,11,25,1,0,1.0,75,0.0,0,94,29,Fair
329,2006,11,25,2,0,0.9166666666666666,75,0.0,0,100,29,Fair
329,2006,11,25,3,0,0.8333333333333334,75,0.0,0,100,29,Fair
329,2006,11,25,4,0,0.75,75,0.0,0,100,29,Fair
329,2006,11,25,5,0,0.6666666666666666,75,0.0,0,100,29,Fair
329,2006,11,25,6,0,0.5833333333333334,75,0.0,0,100,29,Fair
329,2006,11,25,7,1,0.5,75,0.0,0,100,29,Partly Cloudy
329,2006,11,25,8,1,0.4166666666666667,77,0.0,0,94,29,Fair
329,2006,11,25,9,1,0.3333333333333333,82,0.0,0,84,29,Fair
329,2006,11,25,10,1,0.25,84,90.0,6,79,29,Fair
329,2006,11,25,11,1,0.16666666666666666,86,90.0,7,74,29,Partly Cloudy
329,2006,11,25,12,1,0.08333333333333333,88,90.0,6,66,29,Partly Cloudy
329,2006,11,25,13,1,0.0,88,90.0,6,66,29,Partly Cloudy
329,2006,11,25,14,1,0.08333333333333333,88,247.5,9,66,29,Partly Cloudy
329,2006,11,25,15,1,0.16666666666666666,88,112.5,6,66,29,Partly Cloudy
329,2006,11,25,16,1,0.25,86,90.0,6,70,29,Partly Cloudy
329,2006,11,25,17,1,0.3333333333333333,86,90.0,9,70,29,Partly Cloudy
329,2006,11,25,18,1,0.4166666666666667,84,90.0,7,79,29,Mostly Cloudy
329,2006,11,25,19,0,0.5,82,90.0,5,84,29,Mostly Cloudy
329,2006,11,25,20,0,0.5833333333333334,81,90.0,3,89,29,Mostly Cloudy
329,2006,11,25,21,0,0.6666666666666666,79,67.5,5,94,0,Mostly Cloudy
329,2006,11,25,22,0,0.75,79,67.5,5,89,29,Mostly Cloudy
329,2006,11,25,23,0,0.8333333333333334,79,67.5,3,94,29,Mostly Cloudy
329,2006,11,25,24,0,0.9166666666666666,77,0.0,0,100,29,Partly Cloudy
330,2006,11,26,1,0,1.0,77,0.0,0,100,29,Partly Cloudy
330,2006,11,26,2,0,0.9166666666666666,77,0.0,0,100,29,Partly Cloudy
330,2006,11,26,3,0,0.8333333333333334,77,0.0,0,94,29,Partly Cloudy
330,2006,11,26,4,0,0.75,77,0.0,0,94,29,Partly Cloudy
330,2006,11,26,5,0,0.6666666666666666,75,0.0,0,100,29,Partly Cloudy
330,2006,11,26,6,0,0.5833333333333334,75,0.0,0,100,29,Fair
330,2006,11,26,7,1,0.5,75,0.0,0,100,29,Mostly Cloudy
330,2006,11,26,8,1,0.4166666666666667,77,0.0,0,94,29,Mostly Cloudy
330,2006,11,26,9,1,0.3333333333333333,82,67.5,3,84,29,Mostly Cloudy
330,2006,11,26,10,1,0.25,86,90.0,7,79,29,Partly Cloudy
330,2006,11,26,11,1,0.16666666666666666,86,90.0,7,74,29,Mostly Cloudy
330,2006,11,26,12,1,0.08333333333333333,86,90.0,8,70,29,Mostly Cloudy
330,2006,11,26,13,1,0.0,90,90.0,9,62,29,Partly Cloudy
330,2006,11,26,14,1,0.08333333333333333,90,90.0,8,62,29,Partly Cloudy
330,2006,11,26,15,1,0.16666666666666666,90,67.5,12,62,29,Partly Cloudy
330,2006,11,26,16,1,0.25,88,90.0,8,66,29,Partly Cloudy
330,2006,11,26,17,1,0.3333333333333333,84,67.5,14,79,29,Mostly Cloudy
330,2006,11,26,18,1,0.4166666666666667,82,67.5,7,84,29,Mostly Cloudy
330,2006,11,26,19,0,0.5,81,90.0,3,84,29,Mostly Cloudy
330,2006,11,26,20,0,0.5833333333333334,79,90.0,3,94,29,Mostly Cloudy
330,2006,11,26,21,0,0.6666666666666666,79,0.0,0,94,29,Mostly Cloudy
330,2006,11,26,22,0,0.75,79,67.5,6,94,29,Partly Cloudy
330,2006,11,26,23,0,0.8333333333333334,79,0.0,0,94,29,Partly Cloudy
330,2006,11,26,24,0,0.9166666666666666,79,67.5,3,94,29,Partly Cloudy
331,2006,11,27,1,0,1.0,77,0.0,0,94,29,Partly Cloudy
331,2006,11,27,2,0,0.9166666666666666,77,0.0,0,94,29,Partly Cloudy
331,2006,11,27,3,0,0.8333333333333334,77,0.0,0,94,29,Fair
331,2006,11,27,4,0,0.75,75,0.0,0,100,29,Fair
331,2006,11,27,5,0,0.6666666666666666,75,0.0,0,100,29,Fair
331,2006,11,27,6,0,0.5833333333333334,75,0.0,0,100,29,Partly Cloudy
331,2006,11,27,7,1,0.5,75,0.0,0,100,29,Mostly Cloudy
331,2006,11,27,8,1,0.4166666666666667,77,0.0,0,100,29,Mostly Cloudy
331,2006,11,27,9,1,0.3333333333333333,77,0.0,0,100,29,Mostly Cloudy
331,2006,11,27,10,1,0.25,82,0.0,0,84,29,Mostly Cloudy
331,2006,11,27,11,1,0.16666666666666666,86,90.0,6,79,29,Mostly Cloudy
331,2006,11,27,12,1,0.08333333333333333,86,67.5,5,79,29,Partly Cloudy
331,2006,11,27,13,1,0.0,88,67.5,14,70,29,Mostly Cloudy
331,2006,11,27,14,1,0.08333333333333333,90,67.5,8,62,29,Partly Cloudy
331,2006,11,27,15,1,0.16666666666666666,88,67.5,12,66,29,Partly Cloudy
331,2006,11,27,16,1,0.25,84,90.0,7,79,29,Partly Cloudy
331,2006,11,27,17,1,0.3333333333333333,86,67.5,12,70,29,Partly Cloudy
331,2006,11,27,18,1,0.4166666666666667,82,90.0,7,84,29,Partly Cloudy
331,2006,11,27,19,0,0.5,81,90.0,7,84,29,Mostly Cloudy
331,2006,11,27,20,0,0.5833333333333334,79,67.5,6,89,29,Mostly Cloudy
331,2006,11,27,21,0,0.6666666666666666,79,67.5,3,89,29,Mostly Cloudy
331,2006,11,27,22,0,0.75,79,45.0,7,89,29,Partly Cloudy
331,2006,11,27,23,0,0.8333333333333334,79,67.5,3,89,29,Partly Cloudy
331,2006,11,27,24,0,0.9166666666666666,77,0.0,0,94,29,Partly Cloudy
332,2006,11,28,1,0,1.0,77,0.0,0,94,29,Partly Cloudy
332,2006,11,28,2,0,0.9166666666666666,77,0.0,0,94,29,Partly Cloudy
332,2006,11,28,3,0,0.8333333333333334,75,0.0,0,100,29,Partly Cloudy
332,2006,11,28,4,0,0.75,75,0.0,0,100,29,Fair
332,2006,11,28,5,0,0.6666666666666666,75,0.0,0,100,29,Fair
332,2006,11,28,6,0,0.5833333333333334,75,0.0,0,100,29,Fair
332,2006,11,28,7,1,0.5,75,0.0,0,100,29,Fair
332,2006,11,28,8,1,0.4166666666666667,75,0.0,0,100,29,Fair
332,2006,11,28,9,1,0.3333333333333333,81,0.0,0,89,29,Fair
332,2006,11,28,10,1,0.25,84,90.0,7,79,29,Fair
332,2006,11,28,11,1,0.16666666666666666,88,112.5,7,70,29,Partly Cloudy
332,2006,11,28,12,1,0.08333333333333333,84,45.0,17,74,29,Partly Cloudy
332,2006,11,28,13,1,0.0,79,67.5,9,89,29,Partly Cloudy
332,2006,11,28,14,1,0.08333333333333333,81,67.5,6,89,29,Mostly Cloudy
332,2006,11,28,15,1,0.16666666666666666,81,67.5,3,89,29,Mostly Cloudy
332,2006,11,28,16,1,0.25,81,0.0,0,94,29,Mostly Cloudy
332,2006,11,28,17,1,0.3333333333333333,81,90.0,5,89,29,Mostly Cloudy
332,2006,11,28,18,1,0.4166666666666667,81,90.0,5,89,29,Mostly Cloudy
332,2006,11,28,19,0,0.5,79,0.0,0,94,29,Mostly Cloudy
332,2006,11,28,20,0,0.5833333333333334,79,0.0,0,94,29,Mostly Cloudy
332,2006,11,28,21,0,0.6666666666666666,79,0.0,0,94,29,Mostly Cloudy
332,2006,11,28,22,0,0.75,77,67.5,5,89,29,Mostly Cloudy
332,2006,11,28,23,0,0.8333333333333334,75,0.0,0,94,29,Mostly Cloudy
332,2006,11,28,24,0,0.9166666666666666,75,0.0,0,94,29,Mostly Cloudy
333,2006,11,29,1,0,1.0,75,0.0,0,100,29,Mostly Cloudy
333,2006,11,29,2,0,0.9166666666666666,75,0.0,0,100,29,Mostly Cloudy
333,2006,11,29,3,0,0.8333333333333334,75,0.0,0,100,29,Mostly Cloudy
333,2006,11,29,4,0,0.75,75,0.0,0,100,29,Mostly Cloudy
333,2006,11,29,5,0,0.6666666666666666,73,0.0,0,100,29,Mostly Cloudy
333,2006,11,29,6,0,0.5833333333333334,73,0.0,0,100,29,Mostly Cloudy
333,2006,11,29,7,1,0.5,73,0.0,0,100,29,Mostly Cloudy
333,2006,11,29,8,1,0.4166666666666667,75,0.0,0,94,29,Mostly Cloudy
333,2006,11,29,9,1,0.3333333333333333,79,0.0,0,94,29,Mostly Cloudy
333,2006,11,29,10,1,0.25,86,90.0,8,74,29,Mostly Cloudy
333,2006,11,29,11,1,0.16666666666666666,88,90.0,10,70,29,Mostly Cloudy
333,2006,11,29,12,1,0.08333333333333333,88,90.0,12,70,29,Mostly Cloudy
333,2006,11,29,13,1,0.0,88,90.0,10,66,29,Mostly Cloudy
333,2006,11,29,15,1,0.16666666666666666,90,90.0,9,55,29,Mostly Cloudy
333,2006,11,29,16,1,0.25,88,67.5,9,62,29,Mostly Cloudy
333,2006,11,29,17,1,0.3333333333333333,86,67.5,9,66,29,Mostly Cloudy
333,2006,11,29,18,1,0.4166666666666667,84,90.0,8,74,29,Mostly Cloudy
333,2006,11,29,19,0,0.5,81,90.0,8,84,29,Partly Cloudy
333,2006,11,29,20,0,0.5833333333333334,81,0.0,0,84,29,Partly Cloudy
333,2006,11,29,21,0,0.6666666666666666,79,67.5,6,89,29,Partly Cloudy
333,2006,11,29,22,0,0.75,77,90.0,5,94,29,Partly Cloudy
333,2006,11,29,23,0,0.8333333333333334,77,0.0,0,100,29,Partly Cloudy
333,2006,11,29,24,0,0.9166666666666666,77,0.0,0,94,29,Partly Cloudy
334,2006,11,30,1,0,1.0,75,0.0,0,100,29,Mostly Cloudy
334,2006,11,30,2,0,0.9166666666666666,75,0.0,0,100,29,Mostly Cloudy
334,2006,11,30,3,0,0.8333333333333334,75,0.0,0,100,29,Mostly Cloudy
334,2006,11,30,4,0,0.75,75,0.0,0,100,29,Mostly Cloudy
334,2006,11,30,5,0,0.6666666666666666,73,0.0,0,100,29,Mostly Cloudy
334,2006,11,30,6,0,0.5833333333333334,73,0.0,0,100,29,Mostly Cloudy
334,2006,11,30,7,1,0.5,73,0.0,0,100,29,Mostly Cloudy
334,2006,11,30,8,1,0.4166666666666667,75,0.0,0,94,29,Mostly Cloudy
334,2006,11,30,9,1,0.3333333333333333,79,0.0,0,94,29,Mostly Cloudy
334,2006,11,30,10,1,0.25,86,90.0,8,74,29,Mostly Cloudy
334,2006,11,30,11,1,0.16666666666666666,88,90.0,10,70,29,Mostly Cloudy
334,2006,11,30,12,1,0.08333333333333333,88,90.0,12,70,29,Mostly Cloudy
334,2006,11,30,13,1,0.0,88,90.0,10,66,29,Mostly Cloudy
334,2006,11,30,15,1,0.16666666666666666,90,90.0,9,55,29,Mostly Cloudy
334,2006,11,30,16,1,0.25,88,67.5,9,62,29,Mostly Cloudy
334,2006,11,30,17,1,0.3333333333333333,86,67.5,9,66,29,Mostly Cloudy
334,2006,11,30,18,1,0.4166666666666667,84,90.0,8,74,29,Mostly Cloudy
334,2006,11,30,19,0,0.5,81,90.0,8,84,29,Partly Cloudy
334,2006,11,30,20,0,0.5833333333333334,81,0.0,0,84,29,Partly Cloudy
334,2006,11,30,21,0,0.6666666666666666,79,67.5,6,89,29,Partly Cloudy
334,2006,11,30,22,0,0.75,77,90.0,5,94,29,Partly Cloudy
334,2006,11,30,23,0,0.8333333333333334,77,0.0,0,100,29,Partly Cloudy
334,2006,11,30,24,0,0.9166666666666666,77,0.0,0,94,29,Partly Cloudy
335,2006,12,1,1,0,1.0,75,0.0,0,100,29,Mostly Cloudy
335,2006,12,1,2,0,0.9166666666666666,75,0.0,0,100,29,Mostly Cloudy
335,2006,12,1,3,0,0.8333333333333334,75,0.0,0,100,29,Mostly Cloudy
335,2006,12,1,4,0,0.75,75,0.0,0,100,29,Mostly Cloudy
335,2006,12,1,5,0,0.6666666666666666,73,0.0,0,100,29,Mostly Cloudy
335,2006,12,1,6,0,0.5833333333333334,73,0.0,0,100,29,Mostly Cloudy
335,2006,12,1,7,1,0.5,73,0.0,0,100,29,Mostly Cloudy
335,2006,12,1,8,1,0.4166666666666667,75,0.0,0,94,29,Mostly Cloudy
335,2006,12,1,9,1,0.3333333333333333,79,0.0,0,94,29,Mostly Cloudy
335,2006,12,1,10,1,0.25,86,90.0,8,74,29,Mostly Cloudy
335,2006,12,1,11,1,0.16666666666666666,88,90.0,10,70,29,Mostly Cloudy
335,2006,12,1,12,1,0.08333333333333333,88,90.0,12,70,29,Mostly Cloudy
335,2006,12,1,13,1,0.0,88,90.0,10,66,29,Mostly Cloudy
335,2006,12,1,15,1,0.16666666666666666,90,90.0,9,55,29,Mostly Cloudy
335,2006,12,1,16,1,0.25,88,67.5,9,62,29,Mostly Cloudy
335,2006,12,1,17,1,0.3333333333333333,86,67.5,9,66,29,Mostly Cloudy
335,2006,12,1,18,1,0.4166666666666667,84,90.0,8,74,29,Mostly Cloudy
335,2006,12,1,19,0,0.5,81,90.0,8,84,29,Partly Cloudy
335,2006,12,1,20,0,0.5833333333333334,81,0.0,0,84,29,Partly Cloudy
335,2006,12,1,21,0,0.6666666666666666,79,67.5,6,89,29,Partly Cloudy
335,2006,12,1,22,0,0.75,77,90.0,5,94,29,Partly Cloudy
335,2006,12,1,23,0,0.8333333333333334,77,0.0,0,100,29,Partly Cloudy
335,2006,12,1,24,0,0.9166666666666666,77,0.0,0,94,29,Partly Cloudy
336,2006,12,2,1,0,1.0,75,0.0,0,100,29,Mostly Cloudy
336,2006,12,2,2,0,0.9166666666666666,75,0.0,0,100,29,Mostly Cloudy
336,2006,12,2,3,0,0.8333333333333334,75,0.0,0,100,29,Mostly Cloudy
336,2006,12,2,4,0,0.75,75,0.0,0,100,29,Mostly Cloudy
336,2006,12,2,5,0,0.6666666666666666,73,0.0,0,100,29,Mostly Cloudy
336,2006,12,2,6,0,0.5833333333333334,73,0.0,0,100,29,Mostly Cloudy
336,2006,12,2,7,1,0.5,73,0.0,0,100,29,Mostly Cloudy
336,2006,12,2,8,1,0.4166666666666667,75,0.0,0,94,29,Mostly Cloudy
336,2006,12,2,9,1,0.3333333333333333,79,0.0,0,94,29,Mostly Cloudy
336,2006,12,2,10,1,0.25,86,90.0,8,74,29,Mostly Cloudy
336,2006,12,2,11,1,0.16666666666666666,88,90.0,10,70,29,Mostly Cloudy
336,2006,12,2,12,1,0.08333333333333333,88,90.0,12,70,29,Mostly Cloudy
336,2006,12,2,13,1,0.0,88,90.0,10,66,29,Mostly Cloudy
336,2006,12,2,15,1,0.16666666666666666,90,90.0,9,55,29,Mostly Cloudy
336,2006,12,2,16,1,0.25,88,67.5,9,62,29,Mostly Cloudy
336,2006,12,2,17,1,0.3333333333333333,86,67.5,9,66,29,Mostly Cloudy
336,2006,12,2,18,1,0.4166666666666667,84,90.0,8,74,29,Mostly Cloudy
336,2006,12,2,19,0,0.5,81,90.0,8,84,29,Partly Cloudy
336,2006,12,2,20,0,0.5833333333333334,81,0.0,0,84,29,Partly Cloudy
336,2006,12,2,21,0,0.6666666666666666,79,67.5,6,89,29,Partly Cloudy
336,2006,12,2,22,0,0.75,77,90.0,5,94,29,Partly Cloudy
336,2006,12,2,23,0,0.8333333333333334,77,0.0,0,100,29,Partly Cloudy
336,2006,12,2,24,0,0.9166666666666666,77,0.0,0,94,29,Partly Cloudy
337,2006,12,3,1,0,1.0,75,0.0,0,100,29,Mostly Cloudy
337,2006,12,3,2,0,0.9166666666666666,75,0.0,0,100,29,Mostly Cloudy
337,2006,12,3,3,0,0.8333333333333334,75,0.0,0,100,29,Mostly Cloudy
337,2006,12,3,4,0,0.75,75,0.0,0,100,29,Mostly Cloudy
337,2006,12,3,5,0,0.6666666666666666,73,0.0,0,100,29,Mostly Cloudy
337,2006,12,3,6,0,0.5833333333333334,73,0.0,0,100,29,Mostly Cloudy
337,2006,12,3,7,1,0.5,73,0.0,0,100,29,Mostly Cloudy
337,2006,12,3,8,1,0.4166666666666667,75,0.0,0,94,29,Mostly Cloudy
337,2006,12,3,9,1,0.3333333333333333,79,0.0,0,94,29,Mostly Cloudy
337,2006,12,3,10,1,0.25,86,90.0,8,74,29,Mostly Cloudy
337,2006,12,3,11,1,0.16666666666666666,88,90.0,10,70,29,Mostly Cloudy
337,2006,12,3,12,1,0.08333333333333333,88,90.0,12,70,29,Mostly Cloudy
337,2006,12,3,13,1,0.0,88,90.0,10,66,29,Mostly Cloudy
337,2006,12,3,15,1,0.16666666666666666,90,90.0,9,55,29,Mostly Cloudy
337,2006,12,3,16,1,0.25,88,67.5,9,62,29,Mostly Cloudy
337,2006,12,3,17,1,0.3333333333333333,86,67.5,9,66,29,Mostly Cloudy
337,2006,12,3,18,1,0.4166666666666667,84,90.0,8,74,29,Mostly Cloudy
337,2006,12,3,19,0,0.5,81,90.0,8,84,29,Partly Cloudy
337,2006,12,3,20,0,0.5833333333333334,81,0.0,0,84,29,Partly Cloudy
337,2006,12,3,21,0,0.6666666666666666,79,67.5,6,89,29,Partly Cloudy
337,2006,12,3,22,0,0.75,77,90.0,5,94,29,Partly Cloudy
337,2006,12,3,23,0,0.8333333333333334,77,0.0,0,100,29,Partly Cloudy
337,2006,12,3,24,0,0.9166666666666666,77,0.0,0,94,29,Partly Cloudy
338,2006,12,4,1,0,1.0,75,0.0,0,100,29,Mostly Cloudy
338,2006,12,4,2,0,0.9166666666666666,75,0.0,0,100,29,Mostly Cloudy
338,2006,12,4,3,0,0.8333333333333334,75,0.0,0,100,29,Mostly Cloudy
338,2006,12,4,4,0,0.75,75,0.0,0,100,29,Mostly Cloudy
338,2006,12,4,5,0,0.6666666666666666,73,0.0,0,100,29,Mostly Cloudy
338,2006,12,4,6,0,0.5833333333333334,73,0.0,0,100,29,Mostly Cloudy
338,2006,12,4,7,1,0.5,73,0.0,0,100,29,Mostly Cloudy
338,2006,12,4,8,1,0.4166666666666667,75,0.0,0,94,29,Mostly Cloudy
338,2006,12,4,9,1,0.3333333333333333,79,0.0,0,94,29,Mostly Cloudy
338,2006,12,4,10,1,0.25,86,90.0,8,74,29,Mostly Cloudy
338,2006,12,4,11,1,0.16666666666666666,88,90.0,10,70,29,Mostly Cloudy
338,2006,12,4,12,1,0.08333333333333333,88,90.0,12,70,29,Mostly Cloudy
338,2006,12,4,13,1,0.0,88,90.0,10,66,29,Mostly Cloudy
338,2006,12,4,15,1,0.16666666666666666,90,90.0,9,55,29,Mostly Cloudy
338,2006,12,4,16,1,0.25,88,67.5,9,62,29,Mostly Cloudy
338,2006,12,4,17,1,0.3333333333333333,86,67.5,9,66,29,Mostly Cloudy
338,2006,12,4,18,1,0.4166666666666667,84,90.0,8,74,29,Mostly Cloudy
338,2006,12,4,19,0,0.5,81,90.0,8,84,29,Partly Cloudy
338,2006,12,4,20,0,0.5833333333333334,81,0.0,0,84,29,Partly Cloudy
338,2006,12,4,21,0,0.6666666666666666,79,67.5,6,89,29,Partly Cloudy
338,2006,12,4,22,0,0.75,77,90.0,5,94,29,Partly Cloudy
338,2006,12,4,23,0,0.8333333333333334,77,0.0,0,100,29,Partly Cloudy
338,2006,12,4,24,0,0.9166666666666666,77,0.0,0,94,29,Partly Cloudy
339,2006,12,5,1,0,1.0,75,0.0,0,100,29,Mostly Cloudy
339,2006,12,5,2,0,0.9166666666666666,75,0.0,0,100,29,Mostly Cloudy
339,2006,12,5,3,0,0.8333333333333334,75,0.0,0,100,29,Mostly Cloudy
339,2006,12,5,4,0,0.75,75,0.0,0,100,29,Mostly Cloudy
339,2006,12,5,5,0,0.6666666666666666,73,0.0,0,100,29,Mostly Cloudy
339,2006,12,5,6,0,0.5833333333333334,73,0.0,0,100,29,Mostly Cloudy
339,2006,12,5,7,1,0.5,73,0.0,0,100,29,Mostly Cloudy
339,2006,12,5,8,1,0.4166666666666667,75,0.0,0,94,29,Mostly Cloudy
339,2006,12,5,9,1,0.3333333333333333,79,0.0,0,94,29,Mostly Cloudy
339,2006,12,5,10,1,0.25,86,90.0,8,74,29,Mostly Cloudy
339,2006,12,5,11,1,0.16666666666666666,88,90.0,10,70,29,Mostly Cloudy
339,2006,12,5,12,1,0.08333333333333333,88,90.0,12,70,29,Mostly Cloudy
339,2006,12,5,13,1,0.0,88,90.0,10,66,29,Mostly Cloudy
339,2006,12,5,15,1,0.16666666666666666,90,90.0,9,55,29,Mostly Cloudy
339,2006,12,5,16,1,0.25,88,67.5,9,62,29,Mostly Cloudy
339,2006,12,5,17,1,0.3333333333333333,86,67.5,9,66,29,Mostly Cloudy
339,2006,12,5,18,1,0.4166666666666667,84,90.0,8,74,29,Mostly Cloudy
339,2006,12,5,19,0,0.5,81,90.0,8,84,29,Partly Cloudy
339,2006,12,5,20,0,0.5833333333333334,81,0.0,0,84,29,Partly Cloudy
339,2006,12,5,21,0,0.6666666666666666,79,67.5,6,89,29,Partly Cloudy
339,2006,12,5,22,0,0.75,77,90.0,5,94,29,Partly Cloudy
339,2006,12,5,23,0,0.8333333333333334,77,0.0,0,100,29,Partly Cloudy
339,2006,12,5,24,0,0.9166666666666666,77,0.0,0,94,29,Partly Cloudy
340,2006,12,6,1,0,1.0,75,0.0,0,100,29,Mostly Cloudy
340,2006,12,6,2,0,0.9166666666666666,75,0.0,0,100,29,Mostly Cloudy
340,2006,12,6,3,0,0.8333333333333334,75,0.0,0,100,29,Mostly Cloudy
340,2006,12,6,4,0,0.75,75,0.0,0,100,29,Mostly Cloudy
340,2006,12,6,5,0,0.6666666666666666,73,0.0,0,100,29,Mostly Cloudy
340,2006,12,6,6,0,0.5833333333333334,73,0.0,0,100,29,Mostly Cloudy
340,2006,12,6,7,1,0.5,73,0.0,0,100,29,Mostly Cloudy
340,2006,12,6,8,1,0.4166666666666667,75,0.0,0,94,29,Mostly Cloudy
340,2006,12,6,9,1,0.3333333333333333,79,0.0,0,94,29,Mostly Cloudy
340,2006,12,6,10,1,0.25,86,90.0,8,74,29,Mostly Cloudy
340,2006,12,6,11,1,0.16666666666666666,88,90.0,10,70,29,Mostly Cloudy
340,2006,12,6,12,1,0.08333333333333333,88,90.0,12,70,29,Mostly Cloudy
340,2006,12,6,13,1,0.0,88,90.0,10,66,29,Mostly Cloudy
340,2006,12,6,15,1,0.16666666666666666,90,90.0,9,55,29,Mostly Cloudy
340,2006,12,6,16,1,0.25,88,67.5,9,62,29,Mostly Cloudy
340,2006,12,6,17,1,0.3333333333333333,86,67.5,9,66,29,Mostly Cloudy
340,2006,12,6,18,1,0.4166666666666667,84,90.0,8,74,29,Mostly Cloudy
340,2006,12,6,19,0,0.5,81,90.0,8,84,29,Partly Cloudy
340,2006,12,6,20,0,0.5833333333333334,81,0.0,0,84,29,Partly Cloudy
340,2006,12,6,21,0,0.6666666666666666,79,67.5,6,89,29,Partly Cloudy
340,2006,12,6,22,0,0.75,77,90.0,5,94,29,Partly Cloudy
340,2006,12,6,23,0,0.8333333333333334,77,0.0,0,100,29,Partly Cloudy
340,2006,12,6,24,0,0.9166666666666666,77,0.0,0,94,29,Partly Cloudy
341,2006,12,7,1,0,1.0,75,0.0,0,100,29,Mostly Cloudy
341,2006,12,7,2,0,0.9166666666666666,75,0.0,0,100,29,Mostly Cloudy
341,2006,12,7,3,0,0.8333333333333334,75,0.0,0,100,29,Mostly Cloudy
341,2006,12,7,4,0,0.75,75,0.0,0,100,29,Mostly Cloudy
341,2006,12,7,5,0,0.6666666666666666,73,0.0,0,100,29,Mostly Cloudy
341,2006,12,7,6,0,0.5833333333333334,73,0.0,0,100,29,Mostly Cloudy
341,2006,12,7,7,1,0.5,73,0.0,0,100,29,Mostly Cloudy
341,2006,12,7,8,1,0.4166666666666667,75,0.0,0,94,29,Mostly Cloudy
341,2006,12,7,9,1,0.3333333333333333,79,0.0,0,94,29,Mostly Cloudy
341,2006,12,7,10,1,0.25,86,90.0,8,74,29,Mostly Cloudy
341,2006,12,7,11,1,0.16666666666666666,88,90.0,10,70,29,Mostly Cloudy
341,2006,12,7,12,1,0.08333333333333333,88,90.0,12,70,29,Mostly Cloudy
341,2006,12,7,13,1,0.0,88,90.0,10,66,29,Mostly Cloudy
341,2006,12,7,15,1,0.16666666666666666,90,90.0,9,55,29,Mostly Cloudy
341,2006,12,7,16,1,0.25,88,67.5,9,62,29,Mostly Cloudy
341,2006,12,7,17,1,0.3333333333333333,86,67.5,9,66,29,Mostly Cloudy
341,2006,12,7,18,1,0.4166666666666667,84,90.0,8,74,29,Mostly Cloudy
