Day of Year,Year,Month,Day,time,Is Daylight,Distance to Solar Noon,temperature,wind_direction,wind_speed,humidity,pressure,coverage
295,2006,10,22,1,0,1.0,77,0.0,0,100,29,Partly Cloudy
295,2006,10,22,2,0,0.9166666666666666,77,0.0,0,94,29,Fair
295,2006,10,22,3,0,0.8333333333333334,77,0.0,0,94,29,Fair
295,2006,10,22,4,0,0.75,75,0.0,0,100,29,Fair
295,2006,10,22,5,0,0.6666666666666666,75,0.0,0,100,29,Fair
295,2006,10,22,6,0,0.5833333333333334,75,0.0,0,100,29,Fair
295,2006,10,22,7,1,0.5,75,0.0,0,100,29,Mostly Cloudy
295,2006,10,22,8,1,0.4166666666666667,79,0.0,0,94,29,Mostly Cloudy
295,2006,10,22,9,1,0.3333333333333333,84,90.0,6,79,29,Partly Cloudy
295,2006,10,22,10,1,0.25,86,67.5,8,74,29,Mostly Cloudy
295,2006,10,22,11,1,0.16666666666666666,88,90.0,8,66,29,Mostly Cloudy
295,2006,10,22,12,1,0.08333333333333333,88,67.5,7,58,29,Mostly Cloudy
295,2006,10,22,13,1,0.0,91,90.0,8,55,29,Mostly Cloudy
295,2006,10,22,14,1,0.08333333333333333,91,67.5,9,55,29,Partly Cloudy
295,2006,10,22,15,1,0.16666666666666666,91,90.0,7,52,29,Fair
295,2006,10,22,16,1,0.25,91,90.0,8,55,29,Fair
295,2006,10,22,17,1,0.3333333333333333,90,90.0,8,62,29,Fair
295,2006,10,22,18,1,0.4166666666666667,88,90.0,7,66,29,Partly Cloudy
295,2006,10,22,19,0,0.5,84,90.0,5,74,29,Partly Cloudy
295,2006,10,22,20,0,0.5833333333333334,82,67.5,3,84,29,Fair
295,2006,10,22,21,0,0.6666666666666666,81,0.0,0,89,29,Partly Cloudy
295,2006,10,22,22,0,0.75,79,0.0,0,94,29,Partly Cloudy
295,2006,10,22,23,0,0.8333333333333334,79,0.0,0,94,29,Mostly Cloudy
295,2006,10,22,24,0,0.9166666666666666,79,0.0,0,94,29,Mostly Cloudy
296,2006,10,23,1,0,1.0,79,0.0,0,94,29,Mostly Cloudy
296,2006,10,23,2,0,0.9166666666666666,77,0.0,0,100,29,Mostly Cloudy
296,2006,10,23,3,0,0.8333333333333334,79,0.0,0,94,29,Mostly Cloudy
296,2006,10,23,4,0,0.75,77,0.0,0,100,29,Partly Cloudy
296,2006,10,23,5,0,0.6666666666666666,77,0.0,0,100,29,Partly Cloudy
296,2006,10,23,6,0,0.5833333333333334,79,0.0,0,94,29,Mostly Cloudy
296,2006,10,23,7,1,0.5,79,0.0,0,94,29,Mostly Cloudy
296,2006,10,23,8,1,0.4166666666666667,79,0.0,0,94,29,Mostly Cloudy
296,2006,10,23,9,1,0.3333333333333333,77,0.0,0,100,29,Mostly Cloudy
296,2006,10,23,10,1,0.25,82,0.0,0,89,29,Mostly Cloudy
296,2006,10,23,11,1,0.16666666666666666,84,0.0,0,84,29,Mostly Cloudy
296,2006,10,23,12,1,0.08333333333333333,81,22.5,12,94,29,Mostly Cloudy
296,2006,10,23,13,1,0.0,82,45.0,12,89,29,Mostly Cloudy
296,2006,10,23,14,1,0.08333333333333333,82,45.0,8,89,29,Mostly Cloudy
296,2006,10,23,15,1,0.16666666666666666,84,45.0,12,84,29,Mostly Cloudy
296,2006,10,23,16,1,0.25,84,67.5,12,84,29,Mostly Cloudy
296,2006,10,23,17,1,0.3333333333333333,84,45.0,8,79,29,Cloudy
296,2006,10,23,18,1,0.4166666666666667,82,90.0,6,84,29,Cloudy
296,2006,10,23,19,0,0.5,81,0.0,0,89,29,Cloudy
296,2006,10,23,20,0,0.5833333333333334,79,0.0,0,100,29,Mostly Cloudy
296,2006,10,23,21,0,0.6666666666666666,79,0.0,0,94,29,Mostly Cloudy
296,2006,10,23,22,0,0.75,79,0.0,7,94,29,Mostly Cloudy
296,2006,10,23,23,0,0.8333333333333334,77,0.0,3,100,29,Mostly Cloudy
296,2006,10,23,24,0,0.9166666666666666,77,0.0,0,100,29,Mostly Cloudy
297,2006,10,24,1,0,1.0,77,0.0,0,100,29,Mostly Cloudy
297,2006,10,24,2,0,0.9166666666666666,77,0.0,0,100,29,Mostly Cloudy
297,2006,10,24,3,0,0.8333333333333334,77,0.0,0,100,29,Mostly Cloudy
297,2006,10,24,7,1,0.5,77,0.0,0,94,29,Mostly Cloudy
297,2006,10,24,8,1,0.4166666666666667,77,0.0,0,100,29,Mostly Cloudy
297,2006,10,24,9,1,0.3333333333333333,82,0.0,0,89,29,Mostly Cloudy
297,2006,10,24,10,1,0.25,86,67.5,7,79,29,Mostly Cloudy
297,2006,10,24,11,1,0.16666666666666666,88,67.5,7,75,29,Mostly Cloudy
297,2006,10,24,12,1,0.08333333333333333,90,112.5,7,66,29,Mostly Cloudy
297,2006,10,24,13,1,0.0,90,90.0,7,66,29,Mostly Cloudy
297,2006,10,24,14,1,0.08333333333333333,91,90.0,6,63,29,Mostly Cloudy
297,2006,10,24,15,1,0.16666666666666666,88,112.5,8,70,29,Mostly Cloudy
297,2006,10,24,16,1,0.25,86,112.5,9,74,29,Mostly Cloudy
297,2006,10,24,17,1,0.3333333333333333,81,180.0,6,94,29,Mostly Cloudy
297,2006,10,24,18,1,0.4166666666666667,82,0.0,0,84,29,Mostly Cloudy
297,2006,10,24,19,0,0.5,81,0.0,0,89,29,Mostly Cloudy
297,2006,10,24,20,0,0.5833333333333334,0,0.0,0,0,29,Partly Cloudy
297,2006,10,24,22,0,0.75,79,0.0,0,94,29,Mostly Cloudy
297,2006,10,24,23,0,0.8333333333333334,77,0.0,0,100,29,Mostly Cloudy
297,2006,10,24,24,0,0.9166666666666666,77,0.0,0,100,29,Mostly Cloudy
297,2006,10,24,1,0,1.0,77,0.0,0,100,29,Partly Cloudy
297,2006,10,24,5,0,0.6666666666666666,77,0.0,0,100,29,Partly Cloudy
297,2006,10,24,6,0,0.5833333333333334,75,0.0,0,100,29,Partly Cloudy
298,2006,10,25,1,0,1.0,77,0.0,0,100,29,Mostly Cloudy
298,2006,10,25,2,0,0.9166666666666666,77,0.0,0,100,29,Mostly Cloudy
298,2006,10,25,3,0,0.8333333333333334,77,0.0,0,100,29,Mostly Cloudy
298,2006,10,25,4,0,0.75,75,0.0,0,100,29,Mostly Cloudy
298,2006,10,25,5,0,0.6666666666666666,75,0.0,0,100,29,Mostly Cloudy
298,2006,10,25,6,0,0.5833333333333334,75,0.0,0,100,29,Mostly Cloudy
298,2006,10,25,7,1,0.5,75,0.0,0,100,29,Mostly Cloudy
298,2006,10,25,8,1,0.4166666666666667,77,0.0,0,100,29,Mostly Cloudy
298,2006,10,25,9,1,0.3333333333333333,79,0.0,0,94,29,Mostly Cloudy
298,2006,10,25,10,1,0.25,84,90.0,5,84,29,Mostly Cloudy
298,2006,10,25,11,1,0.16666666666666666,86,90.0,7,79,29,Mostly Cloudy
298,2006,10,25,12,1,0.08333333333333333,90,112.5,6,70,29,Mostly Cloudy
298,2006,10,25,13,1,0.0,79,0.0,0,89,29,Mostly Cloudy
298,2006,10,25,14,1,0.08333333333333333,84,0.0,0,84,29,Mostly Cloudy
298,2006,10,25,15,1,0.16666666666666666,88,135.0,8,66,29,Mostly Cloudy
298,2006,10,25,16,1,0.25,90,90.0,7,62,29,Mostly Cloudy
298,2006,10,25,17,1,0.3333333333333333,88,90.0,9,66,29,Mostly Cloudy
298,2006,10,25,18,1,0.4166666666666667,84,90.0,6,74,29,Mostly Cloudy
298,2006,10,25,19,0,0.5,81,67.5,6,84,29,Mostly Cloudy
298,2006,10,25,20,0,0.5833333333333334,81,0.0,0,89,29,Mostly Cloudy
298,2006,10,25,21,0,0.6666666666666666,79,0.0,0,94,29,Mostly Cloudy
298,2006,10,25,22,0,0.75,79,0.0,0,94,29,Mostly Cloudy
298,2006,10,25,23,0,0.8333333333333334,79,0.0,0,94,29,Mostly Cloudy
298,2006,10,25,24,0,0.9166666666666666,81,67.5,6,89,29,Mostly Cloudy
299,2006,10,26,1,0,1.0,79,0.0,0,94,29,Mostly Cloudy
299,2006,10,26,2,0,0.9166666666666666,77,0.0,0,100,29,Mostly Cloudy
299,2006,10,26,3,0,0.8333333333333334,77,0.0,0,94,29,Mostly Cloudy
299,2006,10,26,4,0,0.75,77,0.0,0,100,29,Mostly Cloudy
299,2006,10,26,5,0,0.6666666666666666,77,0.0,0,94,29,Mostly Cloudy
299,2006,10,26,6,0,0.5833333333333334,77,0.0,0,94,29,Mostly Cloudy
299,2006,10,26,7,1,0.5,77,90.0,3,100,29,Mostly Cloudy
299,2006,10,26,8,1,0.4166666666666667,79,90.0,7,89,29,Mostly Cloudy
299,2006,10,26,9,1,0.3333333333333333,84,90.0,9,79,29,Mostly Cloudy
299,2006,10,26,10,1,0.25,88,90.0,7,75,29,Partly Cloudy
299,2006,10,26,11,1,0.16666666666666666,88,90.0,9,75,29,Mostly Cloudy
299,2006,10,26,12,1,0.08333333333333333,90,90.0,12,66,29,Partly Cloudy
299,2006,10,26,13,1,0.0,90,45.0,9,70,29,Mostly Cloudy
299,2006,10,26,14,1,0.08333333333333333,91,90.0,12,63,29,Mostly Cloudy
299,2006,10,26,15,1,0.16666666666666666,91,112.5,8,59,29,Partly Cloudy
299,2006,10,26,16,1,0.25,88,112.5,7,66,29,Partly Cloudy
299,2006,10,26,17,1,0.3333333333333333,88,90.0,7,66,29,Partly Cloudy
299,2006,10,26,18,1,0.4166666666666667,84,90.0,6,79,29,Mostly Cloudy
299,2006,10,26,19,0,0.5,82,90.0,3,79,29,Mostly Cloudy
299,2006,10,26,20,0,0.5833333333333334,82,0.0,0,79,29,Partly Cloudy
299,2006,10,26,21,0,0.6666666666666666,81,0.0,0,89,29,Partly Cloudy
299,2006,10,26,22,0,0.75,79,0.0,0,94,29,Partly Cloudy
299,2006,10,26,23,0,0.8333333333333334,79,0.0,0,94,29,Partly Cloudy
299,2006,10,26,24,0,0.9166666666666666,77,0.0,0,94,29,Partly Cloudy
300,2006,10,27,1,0,1.0,75,0.0,0,100,29,Partly Cloudy
300,2006,10,27,2,0,0.9166666666666666,77,0.0,0,94,29,Fair
300,2006,10,27,3,0,0.8333333333333334,77,0.0,0,94,29,Fair
300,2006,10,27,4,0,0.75,77,0.0,0,94,29,Fair
300,2006,10,27,5,0,0.6666666666666666,75,0.0,0,100,29,Mostly Cloudy
300,2006,10,27,6,0,0.5833333333333334,75,0.0,0,100,29,Mostly Cloudy
300,2006,10,27,7,1,0.5,77,0.0,0,94,29,Mostly Cloudy
300,2006,10,27,8,1,0.4166666666666667,79,0.0,0,94,29,Fair
300,2006,10,27,9,1,0.3333333333333333,84,0.0,0,79,29,Fair
300,2006,10,27,10,1,0.25,86,90.0,6,74,29,Partly Cloudy
300,2006,10,27,11,1,0.16666666666666666,90,90.0,6,66,29,Partly Cloudy
300,2006,10,27,12,1,0.08333333333333333,90,112.5,3,66,29,Partly Cloudy
300,2006,10,27,13,1,0.0,91,112.5,7,59,29,Partly Cloudy
300,2006,10,27,14,1,0.08333333333333333,91,135.0,7,63,29,Partly Cloudy
300,2006,10,27,15,1,0.16666666666666666,88,247.5,6,70,29,Mostly Cloudy
300,2006,10,27,16,1,0.25,90,247.5,9,66,29,Mostly Cloudy
300,2006,10,27,17,1,0.3333333333333333,86,315.0,7,74,29,Mostly Cloudy
300,2006,10,27,18,1,0.4166666666666667,77,270.0,9,100,29,Mostly Cloudy
300,2006,10,27,19,0,0.5,77,0.0,0,100,29,Mostly Cloudy
300,2006,10,27,20,0,0.5833333333333334,77,0.0,0,100,29,Mostly Cloudy
300,2006,10,27,21,0,0.6666666666666666,77,0.0,0,100,29,Mostly Cloudy
300,2006,10,27,22,0,0.75,79,0.0,0,94,29,Mostly Cloudy
300,2006,10,27,23,0,0.8333333333333334,77,0.0,0,100,29,Mostly Cloudy
300,2006,10,27,24,0,0.9166666666666666,77,0.0,0,100,29,Mostly Cloudy
301,2006,10,28,1,0,1.0,77,0.0,0,100,29,Mostly Cloudy
301,2006,10,28,2,0,0.9166666666666666,77,0.0,0,100,29,Mostly Cloudy
301,2006,10,28,3,0,0.8333333333333334,77,0.0,0,100,29,Mostly Cloudy
301,2006,10,28,4,0,0.75,77,90.0,8,100,29,Mostly Cloudy
301,2006,10,28,5,0,0.6666666666666666,77,90.0,3,94,29,Mostly Cloudy
301,2006,10,28,6,0,0.5833333333333334,77,90.0,6,94,29,Mostly Cloudy
301,2006,10,28,7,1,0.5,77,0.0,0,94,29,Mostly Cloudy
301,2006,10,28,8,1,0.4166666666666667,77,0.0,0,100,29,Mostly Cloudy
301,2006,10,28,9,1,0.3333333333333333,81,67.5,3,89,29,Mostly Cloudy
301,2006,10,28,10,1,0.25,84,90.0,10,79,29,Mostly Cloudy
301,2006,10,28,11,1,0.16666666666666666,82,67.5,18,84,29,Mostly Cloudy
301,2006,10,28,12,1,0.08333333333333333,79,0.0,0,100,29,Mostly Cloudy
301,2006,10,28,13,1,0.0,79,0.0,0,100,29,Mostly Cloudy
301,2006,10,28,14,1,0.08333333333333333,79,90.0,5,100,29,Cloudy
301,2006,10,28,15,1,0.16666666666666666,79,90.0,3,100,29,Mostly Cloudy
301,2006,10,28,16,1,0.25,82,67.5,7,89,29,Mostly Cloudy
301,2006,10,28,17,1,0.3333333333333333,82,90.0,8,84,29,Mostly Cloudy
301,2006,10,28,18,1,0.4166666666666667,81,90.0,8,94,29,Mostly Cloudy
301,2006,10,28,19,0,0.5,79,0.0,0,100,29,Mostly Cloudy
301,2006,10,28,20,0,0.5833333333333334,79,90.0,5,94,29,Mostly Cloudy
301,2006,10,28,21,0,0.6666666666666666,79,90.0,6,94,29,Mostly Cloudy
301,2006,10,28,22,0,0.75,79,90.0,6,94,29,Mostly Cloudy
301,2006,10,28,23,0,0.8333333333333334,81,0.0,0,89,29,Mostly Cloudy
301,2006,10,28,24,0,0.9166666666666666,77,0.0,0,100,29,Mostly Cloudy
302,2006,10,29,1,0,1.0,79,0.0,0,100,29,Mostly Cloudy
302,2006,10,29,2,0,0.9166666666666666,79,0.0,0,94,29,Mostly Cloudy
302,2006,10,29,3,0,0.8333333333333334,77,0.0,0,100,29,Mostly Cloudy
302,2006,10,29,4,0,0.75,77,0.0,0,100,29,Mostly Cloudy
302,2006,10,29,5,0,0.6666666666666666,77,90.0,5,100,29,Mostly Cloudy
302,2006,10,29,6,0,0.5833333333333334,77,90.0,7,100,29,Mostly Cloudy
302,2006,10,29,7,1,0.5,77,67.5,8,100,29,Mostly Cloudy
302,2006,10,29,8,1,0.4166666666666667,77,135.0,6,100,29,Mostly Cloudy
302,2006,10,29,9,1,0.3333333333333333,77,67.5,7,94,29,Mostly Cloudy
302,2006,10,29,10,1,0.25,77,0.0,0,100,29,Mostly Cloudy
302,2006,10,29,11,1,0.16666666666666666,77,0.0,0,100,29,Mostly Cloudy
302,2006,10,29,12,1,0.08333333333333333,77,0.0,0,100,29,Mostly Cloudy
302,2006,10,29,13,1,0.0,79,0.0,0,100,29,Fair
302,2006,10,29,14,1,0.08333333333333333,79,0.0,0,94,29,Mostly Cloudy
302,2006,10,29,15,1,0.16666666666666666,77,112.5,7,100,29,Cloudy
302,2006,10,29,16,1,0.25,77,67.5,5,100,29,Cloudy
302,2006,10,29,17,1,0.3333333333333333,79,67.5,8,94,29,Cloudy
302,2006,10,29,18,1,0.4166666666666667,79,90.0,3,94,29,Cloudy
302,2006,10,29,19,0,0.5,77,90.0,5,100,29,Mostly Cloudy
302,2006,10,29,20,0,0.5833333333333334,79,90.0,5,89,29,Mostly Cloudy
302,2006,10,29,21,0,0.6666666666666666,79,67.5,12,89,29,Mostly Cloudy
302,2006,10,29,22,0,0.75,79,67.5,12,89,29,Mostly Cloudy
302,2006,10,29,23,0,0.8333333333333334,77,90.0,6,100,29,Mostly Cloudy
302,2006,10,29,24,0,0.9166666666666666,77,90.0,6,100,29,Mostly Cloudy
303,2006,10,30,1,0,1.0,77,90.0,6,100,29,Mostly Cloudy
303,2006,10,30,2,0,0.9166666666666666,77,90.0,6,100,29,Mostly Cloudy
303,2006,10,30,3,0,0.8333333333333334,77,90.0,6,100,29,Mostly Cloudy
303,2006,10,30,4,0,0.75,77,0.0,0,100,29,Mostly Cloudy
303,2006,10,30,5,0,0.6666666666666666,77,45.0,3,100,29,Mostly Cloudy
303,2006,10,30,6,0,0.5833333333333334,77,0.0,0,100,29,Mostly Cloudy
303,2006,10,30,7,1,0.5,77,67.5,5,100,29,Mostly Cloudy
303,2006,10,30,8,1,0.4166666666666667,79,0.0,0,94,29,Mostly Cloudy
303,2006,10,30,9,1,0.3333333333333333,82,67.5,7,89,29,Mostly Cloudy
303,2006,10,30,10,1,0.25,81,90.0,9,89,29,Mostly Cloudy
303,2006,10,30,11,1,0.16666666666666666,82,90.0,7,89,29,Mostly Cloudy
303,2006,10,30,12,1,0.08333333333333333,84,67.5,12,79,29,Mostly Cloudy
303,2006,10,30,13,1,0.0,84,90.0,9,84,29,Mostly Cloudy
303,2006,10,30,14,1,0.08333333333333333,82,90.0,6,84,29,Mostly Cloudy
303,2006,10,30,15,1,0.16666666666666666,79,90.0,14,89,29,Mostly Cloudy
303,2006,10,30,16,1,0.25,84,45.0,14,74,29,Mostly Cloudy
303,2006,10,30,17,1,0.3333333333333333,84,67.5,12,74,29,Mostly Cloudy
303,2006,10,30,18,1,0.4166666666666667,84,90.0,7,74,29,Mostly Cloudy
303,2006,10,30,19,0,0.5,81,0.0,0,84,29,Mostly Cloudy
303,2006,10,30,20,0,0.5833333333333334,79,0.0,0,89,29,Mostly Cloudy
303,2006,10,30,21,0,0.6666666666666666,79,0.0,0,89,29,Mostly Cloudy
303,2006,10,30,22,0,0.75,77,0.0,0,94,29,Mostly Cloudy
303,2006,10,30,23,0,0.8333333333333334,77,0.0,0,94,29,Mostly Cloudy
303,2006,10,30,24,0,0.9166666666666666,75,0.0,0,100,29,Mostly Cloudy
304,2006,10,31,1,0,1.0,75,0.0,0,94,29,Partly Cloudy
304,2006,10,31,2,0,0.9166666666666666,77,0.0,0,89,29,Mostly Cloudy
304,2006,10,31,3,0,0.8333333333333334,73,0.0,0,100,29,Mostly Cloudy
304,2006,10,31,4,0,0.75,73,0.0,0,100,29,Partly Cloudy
304,2006,10,31,5,0,0.6666666666666666,75,45.0,8,94,29,Partly Cloudy
304,2006,10,31,6,0,0.5833333333333334,77,22.5,7,89,29,Partly Cloudy
304,2006,10,31,7,1,0.5,77,0.0,0,89,29,Partly Cloudy
304,2006,10,31,8,1,0.4166666666666667,77,0.0,0,89,29,Partly Cloudy
304,2006,10,31,9,1,0.3333333333333333,82,0.0,0,79,29,Partly Cloudy
304,2006,10,31,10,1,0.25,86,90.0,12,70,29,Mostly Cloudy
304,2006,10,31,11,1,0.16666666666666666,88,90.0,12,66,29,Mostly Cloudy
304,2006,10,31,12,1,0.08333333333333333,86,67.5,13,70,29,Mostly Cloudy
304,2006,10,31,13,1,0.0,90,90.0,8,62,29,Mostly Cloudy
304,2006,10,31,14,1,0.08333333333333333,90,90.0,12,59,29,Mostly Cloudy
304,2006,10,31,15,1,0.16666666666666666,86,112.5,9,70,29,Mostly Cloudy
304,2006,10,31,16,1,0.25,88,90.0,8,66,29,Mostly Cloudy
304,2006,10,31,17,1,0.3333333333333333,88,90.0,10,62,29,Mostly Cloudy
304,2006,10,31,18,1,0.4166666666666667,86,90.0,8,66,29,Partly Cloudy
304,2006,10,31,19,0,0.5,82,45.0,7,74,29,Partly Cloudy
304,2006,10,31,20,0,0.5833333333333334,81,0.0,0,84,29,Mostly Cloudy
304,2006,10,31,21,0,0.6666666666666666,79,0.0,0,89,29,Mostly Cloudy
304,2006,10,31,22,0,0.75,77,0.0,0,94,29,Partly Cloudy
304,2006,10,31,23,0,0.8333333333333334,77,0.0,0,94,29,Partly Cloudy
304,2006,10,31,24,0,0.9166666666666666,75,0.0,0,100,29,Partly Cloudy
305,2006,11,1,1,0,1.0,75,0.0,0,100,29,Partly Cloudy
305,2006,11,1,2,0,0.9166666666666666,77,0.0,0,94,29,Mostly Cloudy
305,2006,11,1,3,0,0.8333333333333334,75,0.0,0,100,29,Partly Cloudy
305,2006,11,1,4,0,0.75,75,0.0,0,100,29,Partly Cloudy
305,2006,11,1,5,0,0.6666666666666666,75,0.0,0,94,29,Partly Cloudy
305,2006,11,1,6,0,0.5833333333333334,75,0.0,0,94,29,Mostly Cloudy
305,2006,11,1,7,1,0.5,73,0.0,0,100,29,Mostly Cloudy
305,2006,11,1,8,1,0.4166666666666667,77,0.0,0,94,29,Partly Cloudy
305,2006,11,1,9,1,0.3333333333333333,84,90.0,5,79,29,Partly Cloudy
305,2006,11,1,10,1,0.25,84,67.5,13,74,29,Partly Cloudy
305,2006,11,1,11,1,0.16666666666666666,88,90.0,14,66,29,Partly Cloudy
305,2006,11,1,12,1,0.08333333333333333,88,90.0,14,66,29,Partly Cloudy
305,2006,11,1,13,1,0.0,90,90.0,9,59,29,Partly Cloudy
305,2006,11,1,14,1,0.08333333333333333,90,112.5,8,59,29,Mostly Cloudy
305,2006,11,1,15,1,0.16666666666666666,90,67.5,14,62,29,Partly Cloudy
305,2006,11,1,16,1,0.25,86,112.5,15,70,29,Partly Cloudy
305,2006,11,1,17,1,0.3333333333333333,86,90.0,12,70,29,Mostly Cloudy
305,2006,11,1,18,1,0.4166666666666667,82,90.0,7,79,29,Partly Cloudy
305,2006,11,1,19,0,0.5,81,0.0,0,84,29,Mostly Cloudy
305,2006,11,1,20,0,0.5833333333333334,81,0.0,0,84,29,Partly Cloudy
305,2006,11,1,21,0,0.6666666666666666,79,0.0,0,89,29,Partly Cloudy
305,2006,11,1,22,0,0.75,77,0.0,0,94,29,Partly Cloudy
305,2006,11,1,23,0,0.8333333333333334,79,90.0,6,89,29,Partly Cloudy
305,2006,11,1,24,0,0.9166666666666666,79,0.0,0,89,29,Mostly Cloudy
306,2006,11,2,1,0,1.0,77,0.0,0,94,29,Fair
306,2006,11,2,2,0,0.9166666666666666,77,0.0,0,94,29,Partly Cloudy
306,2006,11,2,3,0,0.8333333333333334,75,0.0,0,100,29,Fair
306,2006,11,2,4,0,0.75,75,0.0,0,100,29,Partly Cloudy
306,2006,11,2,5,0,0.6666666666666666,75,0.0,0,100,29,Partly Cloudy
306,2006,11,2,6,0,0.5833333333333334,75,0.0,0,100,29,Partly Cloudy
306,2006,11,2,7,1,0.5,75,0.0,0,100,29,Partly Cloudy
306,2006,11,2,8,1,0.4166666666666667,77,0.0,0,94,29,Partly Cloudy
306,2006,11,2,9,1,0.3333333333333333,79,0.0,0,94,29,Mostly Cloudy
306,2006,11,2,10,1,0.25,82,0.0,0,84,29,Mostly Cloudy
306,2006,11,2,11,1,0.16666666666666666,82,45.0,12,79,29,Mostly Cloudy
306,2006,11,2,12,1,0.08333333333333333,86,67.5,12,70,29,Mostly Cloudy
306,2006,11,2,13,1,0.0,86,90.0,9,70,29,Mostly Cloudy
306,2006,11,2,14,1,0.08333333333333333,84,157.5,7,74,29,Mostly Cloudy
306,2006,11,2,15,1,0.16666666666666666,90,90.0,9,62,29,Mostly Cloudy
306,2006,11,2,16,1,0.25,86,90.0,8,70,29,Mostly Cloudy
306,2006,11,2,18,1,0.4166666666666667,86,90.0,6,70,29,Mostly Cloudy
306,2006,11,2,19,0,0.5,81,90.0,6,84,29,Mostly Cloudy
306,2006,11,2,20,0,0.5833333333333334,79,0.0,0,89,29,Mostly Cloudy
306,2006,11,2,21,0,0.6666666666666666,79,0.0,0,89,29,Mostly Cloudy
306,2006,11,2,22,0,0.75,79,0.0,0,89,29,Mostly Cloudy
306,2006,11,2,23,0,0.8333333333333334,77,0.0,0,94,29,Partly Cloudy
306,2006,11,2,24,0,0.9166666666666666,77,0.0,0,100,29,Partly Cloudy
307,2006,11,3,1,0,1.0,77,0.0,0,100,29,Partly Cloudy
307,2006,11,3,2,0,0.9166666666666666,75,0.0,0,100,29,Partly Cloudy
307,2006,11,3,3,0,0.8333333333333334,77,0.0,0,94,29,Partly Cloudy
307,2006,11,3,4,0,0.75,75,0.0,0,100,29,Partly Cloudy
307,2006,11,3,5,0,0.6666666666666666,75,0.0,0,100,29,Fair
307,2006,11,3,6,0,0.5833333333333334,77,0.0,0,100,29,Fair
307,2006,11,3,7,1,0.5,77,90.0,6,94,29,Partly Cloudy
307,2006,11,3,8,1,0.4166666666666667,79,90.0,7,89,29,Partly Cloudy
307,2006,11,3,9,1,0.3333333333333333,81,90.0,6,89,29,Partly Cloudy
307,2006,11,3,10,1,0.25,84,67.5,7,79,29,Partly Cloudy
307,2006,11,3,11,1,0.16666666666666666,81,90.0,14,89,29,Mostly Cloudy
307,2006,11,3,12,1,0.08333333333333333,86,90.0,12,74,29,Mostly Cloudy
307,2006,11,3,13,1,0.0,88,90.0,7,66,29,Partly Cloudy
307,2006,11,3,14,1,0.08333333333333333,90,90.0,10,62,29,Partly Cloudy
307,2006,11,3,15,1,0.16666666666666666,82,67.5,12,79,29,Mostly Cloudy
307,2006,11,3,16,1,0.25,84,112.5,6,79,29,Mostly Cloudy
307,2006,11,3,17,1,0.3333333333333333,84,90.0,7,74,29,Mostly Cloudy
307,2006,11,3,18,1,0.4166666666666667,84,112.5,6,74,29,Mostly Cloudy
307,2006,11,3,19,0,0.5,81,112.5,6,89,29,Mostly Cloudy
307,2006,11,3,20,0,0.5833333333333334,79,67.5,3,89,29,Mostly Cloudy
307,2006,11,3,21,0,0.6666666666666666,77,0.0,0,94,29,Partly Cloudy
307,2006,11,3,22,0,0.75,77,0.0,0,94,29,Fair
307,2006,11,3,23,0,0.8333333333333334,77,0.0,0,94,29,Fair
307,2006,11,3,24,0,0.9166666666666666,75,0.0,0,100,29,Fair
308,2006,11,4,1,0,1.0,75,0.0,0,100,29,Fair
308,2006,11,4,2,0,0.9166666666666666,75,0.0,0,100,29,Fair
308,2006,11,4,3,0,0.8333333333333334,75,0.0,0,100,29,Fair
308,2006,11,4,4,0,0.75,75,0.0,0,100,29,Fair
308,2006,11,4,5,0,0.6666666666666666,73,0.0,0,100,29,Fair
308,2006,11,4,6,0,0.5833333333333334,73,0.0,0,100,29,Fair
308,2006,11,4,7,1,0.5,73,0.0,0,100,29,Partly Cloudy
308,2006,11,4,8,1,0.4166666666666667,73,0.0,0,100,29,Fair
308,2006,11,4,9,1,0.3333333333333333,82,0.0,0,79,29,Fair
308,2006,11,4,10,1,0.25,84,90.0,6,74,29,Partly Cloudy
308,2006,11,4,11,1,0.16666666666666666,88,112.5,7,66,29,Partly Cloudy
308,2006,11,4,12,1,0.08333333333333333,88,90.0,8,66,29,Partly Cloudy
308,2006,11,4,13,1,0.0,90,135.0,7,66,29,Partly Cloudy
308,2006,11,4,14,1,0.08333333333333333,86,90.0,7,66,29,Partly Cloudy
308,2006,11,4,15,1,0.16666666666666666,90,135.0,8,66,29,Partly Cloudy
308,2006,11,4,16,1,0.25,84,112.5,7,79,29,Partly Cloudy
308,2006,11,4,17,1,0.3333333333333333,81,112.5,3,89,29,Partly Cloudy
308,2006,11,4,18,1,0.4166666666666667,82,90.0,6,79,29,Partly Cloudy
308,2006,11,4,19,0,0.5,79,0.0,0,94,29,Partly Cloudy
308,2006,11,4,20,0,0.5833333333333334,79,90.0,6,94,29,Partly Cloudy
308,2006,11,4,21,0,0.6666666666666666,77,0.0,0,100,29,Partly Cloudy
308,2006,11,4,22,0,0.75,77,112.5,6,94,29,Partly Cloudy
308,2006,11,4,23,0,0.8333333333333334,79,45.0,9,89,29,Partly Cloudy
308,2006,11,4,24,0,0.9166666666666666,77,0.0,0,94,29,Mostly Cloudy
309,2006,11,5,1,0,1.0,77,67.5,6,100,29,Mostly Cloudy
309,2006,11,5,2,0,0.9166666666666666,75,0.0,0,100,29,Fair
