Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated,day_of_year_sin,day_of_year_cos,hour_sin,hour_cos
1.0,0.009946051741948701,0.3333333333333335,0.7714285714285714,0.3720930232558139,0.55,0.466666666666665,33390,0.9984354211555643,0.055916990100603484,-0.2588190451025208,-0.9659258262890683
1.0,0.2296427886373553,0.3333333333333335,0.7714285714285714,0.4302325581395348,0.65,0.4380952380952401,18105,0.9984354211555643,0.055916990100603484,-0.8660254037844385,-0.5000000000000004
1.0,0.44933952461613824,0.3333333333333335,0.7714285714285714,0.6395348837209303,0.5750000000000001,0.44761904761904603,516,0.9984354211555643,0.055916990100603484,-0.9659258262890684,0.2588190451025203
0.0,0.669036260594921,0.3333333333333335,0.7714285714285714,0.3255813953488372,0.325,0.5047619047619065,0,0.9984354211555643,0.055916990100603484,-0.5000000000000004,0.8660254037844384
0.0,0.7742585804959156,0.41666666666666674,0.8857142857142857,0.3255813953488372,0.7000000000000001,0.5047619047619065,0,0.9992500112396835,0.03872228089217446,0.25881904510252074,0.9659258262890683
0.0,0.5551453689369263,0.41666666666666674,0.8857142857142857,0.3255813953488372,0.6000000000000001,0.5238095238095255,0,0.9992500112396835,0.03872228089217446,0.8660254037844386,0.5000000000000001
1.0,0.3360321564613136,0.41666666666666674,0.8857142857142857,0.3023255813953488,0.4,0.5714285714285694,4463,0.9992500112396835,0.03872228089217446,0.9659258262890683,-0.25881904510252063
1.0,0.11691894398570077,0.41666666666666674,0.8857142857142857,0.25581395348837205,0.325,0.5999999999999979,27647,0.9992500112396835,0.03872228089217446,0.49999999999999994,-0.8660254037844387
1.0,0.009796928997623397,0.41666666666666674,0.8857142857142857,0.11627906976744184,0.07500000000000001,0.5714285714285694,33045,0.9992500112396835,0.03872228089217446,-0.2588190451025208,-0.9659258262890683
1.0,0.2289101414732362,0.41666666666666674,0.8857142857142857,0.4302325581395348,0.5750000000000001,0.5428571428571445,17848,0.9992500112396835,0.03872228089217446,-0.8660254037844385,-0.5000000000000004
1.0,0.44802335394884907,0.41666666666666674,0.8857142857142857,0.5813953488372092,0.45,0.5523809523809504,519,0.9992500112396835,0.03872228089217446,-0.9659258262890684,0.2588190451025203
0.0,0.6671365664244618,0.41666666666666674,0.8857142857142857,0.6627906976744187,0.225,0.5904761904761919,0,0.9992500112396835,0.03872228089217446,-0.5000000000000004,0.8660254037844384
0.0,0.7710027985334437,0.41666666666666674,0.7428571428571428,0.7325581395348837,0.15000000000000002,0.5999999999999979,0,0.9997685019798909,0.021516097436222254,0.25881904510252074,0.9659258262890683
0.0,0.5527590823762126,0.41666666666666674,0.7428571428571428,0.6976744186046511,0.125,0.5809523809523789,0,0.9997685019798909,0.021516097436222254,0.8660254037844386,0.5000000000000001
1.0,0.3345153671356052,0.41666666666666674,0.7428571428571428,0.8372093023255813,0.07500000000000001,0.5999999999999979,4386,0.9997685019798909,0.021516097436222254,0.9659258262890683,-0.25881904510252063
1.0,0.11627165189499772,0.41666666666666674,0.7428571428571428,0.6744186046511627,0.07500000000000001,0.6095238095238109,25419,0.9997685019798909,0.021516097436222254,0.49999999999999994,-0.8660254037844387
1.0,0.009574724769944691,0.41666666666666674,0.7428571428571428,0.3604651162790698,0.4,0.5619047619047635,31423,0.9997685019798909,0.021516097436222254,-0.2588190451025208,-0.9659258262890683
1.0,0.22781844001055215,0.41666666666666674,0.7428571428571428,0.441860465116279,0.625,0.5142857142857125,17640,0.9997685019798909,0.021516097436222254,-0.8660254037844385,-0.5000000000000004
1.0,0.4460621552511597,0.41666666666666674,0.7428571428571428,0.5581395348837208,0.775,0.466666666666665,716,0.9997685019798909,0.021516097436222254,-0.9659258262890684,0.2588190451025203
0.0,0.6643058704917671,0.41666666666666674,0.7428571428571428,0.8023255813953487,0.65,0.4952380952380935,0,0.9997685019798909,0.021516097436222254,-0.5000000000000004,0.8660254037844384
0.0,0.7676373278907305,0.38888888888888884,0.7428571428571428,0.7325581395348837,0.65,0.47619047619047805,0,0.9999907397361901,0.004303538296244289,0.25881904510252074,0.9659258262890683
0.0,0.5499694530142412,0.38888888888888884,0.7428571428571428,0.7325581395348837,0.4,0.485714285714284,0,0.9999907397361901,0.004303538296244289,0.8660254037844386,0.5000000000000001
1.0,0.33230157905437563,0.38888888888888884,0.7428571428571428,0.7325581395348837,0.35000000000000003,0.5047619047619065,4488,0.9999907397361901,0.004303538296244289,0.9659258262890683,-0.25881904510252063
1.0,0.11463370417788635,0.38888888888888884,0.7428571428571428,0.46511627906976744,0.25,0.5142857142857125,26755,0.9999907397361901,0.004303538296244289,0.49999999999999994,-0.8660254037844387
1.0,0.010636831206314222,0.38888888888888884,0.7428571428571428,0.441860465116279,0.625,0.4952380952380935,32471,0.9999907397361901,0.004303538296244289,-0.2588190451025208,-0.9659258262890683
1.0,0.22830470608280348,0.38888888888888884,0.7428571428571428,0.5348837209302326,0.65,0.44761904761904603,17465,0.9999907397361901,0.004303538296244289,-0.8660254037844385,-0.5000000000000004
1.0,0.44597258004266904,0.38888888888888884,0.7428571428571428,0.7674418604651163,0.625,0.42857142857142705,523,0.9999907397361901,0.004303538296244289,-0.9659258262890684,0.2588190451025203
